id,_subServiceId,label,value
283,79,6,Feeler (thickness) gauge
282,79,5,Gap gauge
278,79,1,Gauge block
279,79,2,Length bar (long gauge block)
280,79,3,Plane or thread micrometer setting rod
281,79,4,Step gauge
