id,_subServiceId,label,value
194,62,4,Coercive magnetic field strength
192,62,2,Magnetic field strength
191,62,1,Magnetic polarisation
195,62,5,Magnetic saturation polarisation
196,62,6,Relative permeability
193,62,3,Remanent magnetic flux density
