id,_subServiceId,label,value
326,92,1,(Groove) depth (step height) standard
330,92,5,Profile coordinate standard
329,92,4,Roughness standard
331,92,6,Soft gauge standard
328,92,3,Spacing standard
327,92,2,Tip-condition standard
