id,_subServiceId,label,value
69,30,3,AC-DC transfer difference at higher voltages (> 5 V)
67,30,1,AC-DC transfer difference at low voltages (<= 0.5 V)
68,30,2,AC-DC transfer difference at medium voltages (0.5 V to 5 V)
