id,_subServiceId,label,value
337,93,6,External API screw thread gauge
336,93,5,Internal API screw thread gauge
332,93,1,"Thread plug, plain"
333,93,2,"Thread plug, tapered"
334,93,3,"Thread ring, plain"
335,93,4,"Thread ring, tapered"
